"Create_date","OptIn_date","OptOut_date","Email_status"
"04/24/2020 05:47 AM",,"04/24/2020 05:47 AM","Unsubscribed"
"10/10/2020 02:10 AM","04/21/2017 11:18 AM",,"OptIn"
"08/31/2021 06:30 PM","03/11/2021 08:29 PM",,"Hard Bounce"
"05/02/2021 02:37 PM","09/30/2019 11:02 AM","05/02/2021 02:37 PM","Unsubscribed"
"02/08/2021 07:42 PM",,,"OptOut"
"02/26/2021 11:07 PM","12/22/2018 03:42 PM",,"OptIn"
"09/18/2021 07:25 PM","05/29/2021 01:35 PM","09/18/2021 07:25 PM","Unsubscribed"
"10/25/2020 05:10 AM","06/26/2017 02:50 PM",,"OptIn"
"06/16/2021 12:25 AM",,,"Unsubscribed"
"01/24/2020 12:41 AM","03/14/2014 09:04 AM","01/24/2020 12:41 AM","Unsubscribed"
"10/04/2021 02:35 PM",,,"Unsubscribed"
"07/24/2021 08:52 AM",,,"OptOut"
"02/27/2021 11:33 AM","12/24/2018 09:52 PM",,"OptIn"
"06/04/2020 02:44 PM","10/13/2015 11:54 AM",,"OptIn"
"09/03/2021 08:50 AM","03/23/2021 04:17 AM",,"OptIn"
"10/16/2021 08:41 PM","09/28/2021 09:58 PM",,"OptIn"
"05/02/2021 09:00 AM","09/29/2019 10:32 AM","05/02/2021 09:00 AM","OptOut"
"03/14/2021 11:48 PM","03/02/2019 01:27 PM",,"OptIn"
"09/05/2020 03:16 PM","11/22/2016 03:50 AM",,"OptIn"
"10/13/2021 03:54 AM",,,"OptOut"
"08/18/2021 08:53 AM","01/12/2021 09:43 AM",,"OptIn"
"09/22/2021 04:28 AM","06/13/2021 07:04 AM",,"OptIn"
"09/22/2021 11:11 PM",,,"Unsubscribed"
"04/26/2021 08:08 PM",,"04/26/2021 08:08 PM","Unsubscribed"
"06/04/2021 08:45 AM","02/20/2020 06:41 AM",,"OptIn"
"10/14/2021 10:23 PM","09/20/2021 12:02 PM",,"OptIn"
"09/29/2021 06:41 AM","07/14/2021 05:28 AM",,"OptIn"
"07/06/2021 09:05 PM","07/11/2020 02:59 AM",,"OptIn"
"07/21/2021 09:51 PM","09/14/2020 04:24 PM","07/21/2021 09:51 PM","OptOut"
"12/10/2020 03:24 AM","01/12/2018 09:07 PM",,"OptIn"
"07/31/2021 03:32 PM",,"07/31/2021 03:32 PM","Unsubscribed"
"07/22/2021 01:02 AM","09/15/2020 06:21 AM","07/22/2021 01:02 AM","Unsubscribed"
"01/27/2021 05:58 PM",,,"Unsubscribed"
"10/02/2021 02:25 PM","07/28/2021 05:11 PM",,"Hard Bounce"
"05/09/2021 02:51 PM",,,"OptOut"
"09/29/2021 05:16 PM","07/16/2021 03:35 AM","09/29/2021 05:16 PM","Unsubscribed"
"12/21/2020 03:37 AM","03/01/2018 09:31 PM",,"OptIn"
"09/11/2020 12:02 AM","12/15/2016 01:27 PM",,"Hard Bounce"
"10/12/2020 05:11 PM",,,"Unsubscribed"
"04/17/2020 05:36 PM","03/18/2015 03:06 PM",,"OptIn"
"09/10/2020 05:08 PM","12/14/2016 07:24 AM",,"OptIn"
"03/18/2021 03:43 AM","03/16/2019 08:31 AM",,"OptIn"
"08/19/2021 05:09 AM","01/16/2021 02:06 AM",,"OptIn"
"07/02/2021 12:10 AM",,,"Unsubscribed"
"06/20/2021 07:37 PM","05/02/2020 01:50 AM",,"OptIn"
"05/23/2021 03:01 PM","12/31/2019 01:54 AM",,"OptIn"
"10/08/2021 08:09 PM","08/24/2021 10:13 PM",,"OptIn"
"12/19/2020 07:02 PM","02/23/2018 11:23 PM",,"OptIn"
"02/26/2021 04:09 PM","12/21/2018 09:18 AM",,"OptIn"
"06/03/2021 03:51 PM","02/17/2020 04:58 AM",,"OptIn"
"04/21/2020 11:58 AM",,,"OptIn"
"11/06/2020 03:02 AM","08/17/2017 01:36 PM",,"Soft Bounce"
"09/09/2020 08:33 AM","12/08/2016 09:15 AM",,"OptIn"
"04/22/2021 05:32 AM","08/16/2019 04:38 AM",,"OptIn"
"04/06/2021 05:23 AM","06/07/2019 09:12 AM",,"OptIn"
"04/13/2021 09:38 AM","07/08/2019 04:29 PM",,"OptIn"
"10/09/2021 10:27 PM",,,"Unsubscribed"
"10/14/2021 01:08 AM","09/16/2021 03:18 PM",,"OptIn"
"09/28/2020 01:26 AM",,,"OptOut"
"07/31/2021 01:36 AM",,,"Unsubscribed"
"11/09/2020 09:15 PM","09/02/2017 11:05 PM",,"Hard Bounce"
"02/13/2021 01:23 PM","10/25/2018 05:26 AM",,"OptIn"
"07/30/2021 01:07 PM","10/22/2020 08:27 AM","07/30/2021 01:07 PM","OptOut"
"05/04/2021 06:22 PM","10/09/2019 08:41 PM","05/04/2021 06:22 PM","Hard Bounce"
"02/19/2021 05:37 PM","11/21/2018 02:57 AM",,"OptIn"
"10/19/2021 03:04 PM","10/10/2021 11:30 PM",,"Hard Bounce"
"01/13/2021 07:53 AM","06/11/2018 12:35 AM",,"OptIn"
"09/08/2020 10:12 AM",,,"OptOut"
"12/15/2020 01:57 PM",,,"OptOut"
"11/22/2020 12:13 PM",,"11/22/2020 12:13 PM","Unsubscribed"
"07/19/2020 06:13 AM","04/25/2016 05:04 AM","07/19/2020 06:13 AM","Unsubscribed"
"07/18/2021 09:34 PM",,,"OptOut"
"10/23/2020 06:54 AM",,,"Unsubscribed"
"10/21/2021 03:54 AM","10/17/2021 04:06 PM",,"OptIn"
"07/08/2021 09:25 PM","07/19/2020 09:49 PM",,"OptIn"
"04/16/2020 08:47 PM","03/14/2015 08:15 PM","04/16/2020 08:47 PM","Unsubscribed"
"03/28/2021 09:02 PM","05/01/2019 11:24 PM",,"Hard Bounce"
"09/19/2020 09:10 PM","01/23/2017 07:02 AM",,"OptIn"
"09/28/2020 05:05 AM","02/28/2017 02:55 PM",,"OptIn"
"05/19/2021 05:24 PM","12/14/2019 01:37 AM","05/19/2021 05:24 PM","OptOut"
"06/05/2021 02:51 AM","02/23/2020 01:34 PM",,"OptIn"
"06/28/2021 07:06 AM","06/03/2020 04:35 PM",,"Hard Bounce"
"10/17/2020 09:40 PM",,,"Unsubscribed"
"04/02/2021 11:53 AM",,,"OptOut"
"08/06/2021 07:28 AM",,"08/06/2021 07:28 AM","Unsubscribed"
"09/29/2020 06:13 PM","03/07/2017 08:52 AM",,"Hard Bounce"
"10/19/2020 03:32 AM","05/30/2017 11:18 PM",,"OptIn"
"01/26/2020 10:11 PM","03/27/2014 12:12 AM",,"OptIn"
"02/25/2021 08:31 PM",,"02/25/2021 08:31 PM","OptOut"
"08/28/2021 11:01 PM","02/27/2021 02:07 PM",,"OptIn"
"02/25/2020 12:22 AM",,,"OptOut"
"06/02/2021 06:21 PM","02/13/2020 07:11 AM",,"OptIn"
"09/09/2021 02:53 PM",,,"Unsubscribed"
"03/26/2021 11:09 PM","04/23/2019 07:40 PM",,"OptIn"
"03/30/2021 08:24 AM","05/08/2019 09:38 AM",,"OptIn"
"03/03/2020 08:02 AM","09/01/2014 08:23 PM",,"OptIn"
"11/05/2020 04:23 AM","08/13/2017 10:51 AM",,"OptIn"
"04/08/2021 09:54 AM","06/16/2019 10:19 PM",,"OptIn"
"05/08/2021 07:01 AM","10/25/2019 05:54 AM",,"OptIn"
"05/02/2021 01:54 PM","09/30/2019 07:53 AM",,"OptIn"
"08/18/2021 07:07 PM",,,"Unsubscribed"
"06/19/2021 06:43 PM",,,"OptOut"
"11/11/2020 03:30 AM",,,"OptOut"
"02/11/2021 10:27 AM","10/15/2018 11:20 PM",,"OptIn"
"04/04/2021 01:31 AM","05/28/2019 11:01 PM",,"OptIn"
"03/10/2021 10:48 PM","02/12/2019 10:23 PM",,"Hard Bounce"
"03/18/2020 12:16 AM","11/04/2014 07:39 PM",,"OptIn"
"04/14/2021 08:31 PM","07/15/2019 12:37 AM",,"OptIn"
"04/08/2021 08:41 AM","06/16/2019 04:58 PM","04/08/2021 08:41 AM","Unsubscribed"
"10/31/2020 06:38 PM","07/25/2017 05:36 AM",,"OptIn"
"03/06/2020 07:16 PM","09/16/2014 11:26 PM",,"OptIn"
"10/14/2021 05:40 AM","09/17/2021 11:06 AM",,"OptIn"
"11/30/2020 01:51 AM",,,"Unsubscribed"
"06/02/2021 12:43 PM","02/12/2020 06:38 AM",,"OptIn"
"01/16/2021 04:58 PM","06/25/2018 06:16 PM",,"OptIn"
"04/03/2021 11:07 AM",,,"Unsubscribed"
"05/15/2020 01:33 PM",,,"OptOut"
"06/08/2021 10:21 PM","03/11/2020 04:41 AM",,"OptIn"
"01/13/2021 07:24 PM","06/13/2018 02:49 AM",,"OptIn"
"06/10/2020 02:57 PM","11/08/2015 03:53 PM",,"OptIn"
"01/04/2021 03:38 PM","05/04/2018 04:21 AM",,"OptIn"
"07/24/2021 07:54 AM","09/25/2020 05:35 AM",,"OptIn"
"05/02/2021 07:48 AM",,,"OptOut"
"08/07/2021 03:39 PM","11/26/2020 03:49 PM",,"OptIn"
"10/14/2020 12:24 PM",,,"OptOut"
"03/10/2020 12:48 PM","10/03/2014 05:53 AM",,"OptIn"
"08/21/2021 05:39 AM","01/24/2021 09:38 PM",,"Hard Bounce"
"02/22/2020 05:45 PM","07/22/2014 12:02 AM",,"OptIn"
"05/31/2021 01:33 AM","02/01/2020 12:31 PM",,"OptIn"
"07/29/2020 01:17 AM",,,"OptIn"
"01/09/2020 12:21 PM","01/10/2014 01:52 AM",,"OptIn"
"11/24/2020 08:11 PM","11/07/2017 03:35 AM",,"OptIn"
"06/19/2020 07:47 PM",,,"OptOut"
"09/18/2021 08:32 PM","05/29/2021 06:27 PM",,"OptIn"
"03/21/2021 08:16 AM","03/30/2019 06:21 AM",,"OptIn"
"07/25/2021 02:30 AM","09/28/2020 02:43 PM","07/25/2021 02:30 AM","Unsubscribed"
"09/16/2021 02:06 AM","05/17/2021 04:40 PM",,"OptIn"
"09/23/2021 09:08 PM","06/20/2021 04:26 PM",,"OptIn"
"08/23/2021 05:35 PM","02/04/2021 07:02 PM","08/23/2021 05:35 PM","OptOut"
"06/04/2020 02:56 PM",,,"Unsubscribed"
"08/10/2021 06:50 PM",,,"OptOut"
"07/22/2020 03:53 AM",,"07/22/2020 03:53 AM","OptOut"
"09/23/2021 01:40 AM","06/17/2021 03:30 AM",,"OptIn"
"04/07/2020 11:13 PM",,"04/07/2020 11:13 PM","OptOut"
"06/25/2021 03:35 PM","05/23/2020 03:37 AM",,"OptIn"
"05/29/2021 05:52 PM",,,"OptOut"
"10/12/2021 11:45 AM","09/09/2021 08:18 PM",,"OptIn"
"05/19/2021 01:14 AM","12/11/2019 03:07 AM",,"OptIn"
"09/08/2020 08:05 PM","12/06/2016 02:52 AM",,"Hard Bounce"
"01/18/2021 09:34 AM","07/03/2018 03:19 AM",,"OptIn"
"02/13/2020 05:23 PM",,,"OptOut"
"03/14/2021 07:39 AM","02/27/2019 02:58 PM",,"OptIn"
"08/01/2021 10:00 PM","11/01/2020 03:29 PM",,"OptIn"
"06/04/2021 06:15 AM","02/19/2020 07:43 PM",,"OptIn"
"04/21/2021 07:29 AM","08/12/2019 04:29 AM",,"OptIn"
"10/09/2020 03:23 PM","04/19/2017 12:18 PM",,"OptIn"
"02/04/2021 07:06 AM","09/14/2018 07:59 PM",,"OptIn"
"11/09/2020 08:16 PM","09/02/2017 06:48 PM",,"OptIn"
"09/21/2021 05:44 PM","06/11/2021 08:17 AM",,"OptIn"
"04/17/2020 11:49 AM","03/17/2015 01:52 PM",,"OptIn"
"07/28/2021 05:49 PM","10/14/2020 11:35 AM",,"OptIn"
"11/03/2020 06:22 PM",,,"Unsubscribed"
"12/03/2020 03:13 PM",,,"OptOut"
"08/10/2021 04:06 PM","12/09/2020 07:51 PM",,"Soft Bounce"
"07/23/2021 02:44 PM","09/22/2020 02:46 AM","07/23/2021 02:44 PM","Unsubscribed"
"07/14/2021 10:40 PM","08/15/2020 07:19 AM",,"OptIn"
"12/17/2020 10:17 PM","02/15/2018 08:10 PM",,"OptIn"
"04/11/2020 10:11 AM",,,"OptIn"
"09/23/2021 08:37 AM","06/18/2021 09:50 AM",,"OptIn"
"07/28/2021 02:18 PM",,,"Unsubscribed"
"02/28/2021 03:29 PM",,,"Unsubscribed"
"01/24/2020 10:11 AM","03/16/2014 02:30 AM",,"OptIn"
"12/15/2020 08:29 AM","02/04/2018 02:38 PM",,"OptIn"
"05/01/2021 04:05 AM","09/24/2019 04:24 AM",,"OptIn"
"10/05/2020 02:37 AM",,,"Unsubscribed"
"07/25/2021 04:27 AM","09/28/2020 11:16 PM",,"OptIn"
"09/09/2021 01:00 PM","04/19/2021 03:33 AM",,"OptIn"
"09/12/2020 09:37 PM","12/23/2016 08:15 PM","09/12/2020 09:37 PM","Unsubscribed"
"05/02/2021 07:50 PM",,,"OptOut"
"08/23/2020 04:31 PM",,,"OptIn"
"07/11/2020 04:01 AM",,,"OptOut"
"11/23/2020 03:29 AM",,"11/23/2020 03:29 AM","OptOut"
"01/19/2020 11:08 PM","02/24/2014 03:37 PM",,"OptIn"
"11/25/2020 02:31 AM","11/08/2017 07:10 AM",,"OptIn"
"08/30/2021 02:24 AM","03/04/2021 01:32 PM",,"Hard Bounce"
"11/24/2020 06:48 AM","11/04/2017 05:13 PM",,"OptIn"
"03/25/2021 11:17 AM","04/17/2019 07:15 AM",,"OptIn"
"08/26/2020 06:14 AM","10/07/2016 10:43 PM","08/26/2020 06:14 AM","Unsubscribed"
"07/14/2021 06:23 AM","08/12/2020 08:16 AM",,"OptIn"
"06/03/2021 04:17 AM",,,"Unsubscribed"
"10/11/2021 05:16 PM","09/06/2021 11:41 AM",,"OptIn"
"05/29/2021 05:32 PM",,,"Unsubscribed"
"12/02/2020 05:34 PM","12/11/2017 01:31 PM",,"OptIn"
"05/03/2021 01:37 PM","10/04/2019 03:20 PM",,"OptIn"
"10/19/2021 07:35 PM","10/11/2021 07:11 PM",,"OptIn"
"07/04/2020 09:21 PM",,,"Unsubscribed"
"05/23/2020 12:16 AM","08/19/2015 12:44 PM",,"OptIn"
"04/01/2020 01:00 AM",,,"OptIn"
"02/15/2021 09:59 PM","11/04/2018 11:20 AM",,"OptIn"
"04/13/2020 11:16 AM",,,"Unsubscribed"
"06/12/2020 03:23 PM","11/17/2015 11:06 AM",,"OptIn"
"03/20/2021 09:21 PM","03/28/2019 06:45 AM",,"OptIn"
"03/05/2021 12:28 PM","01/20/2019 05:56 AM",,"Hard Bounce"
"08/17/2021 10:42 PM","01/10/2021 01:20 PM","08/17/2021 10:42 PM","OptOut"
"02/08/2021 05:50 PM","10/04/2018 05:30 AM",,"OptIn"
"05/08/2020 07:36 AM","06/16/2015 10:35 AM",,"OptIn"
"05/11/2021 02:12 AM",,"05/11/2021 02:12 AM","Unsubscribed"
"09/18/2021 03:59 PM","05/28/2021 10:34 PM","09/18/2021 03:59 PM","OptOut"
"02/23/2021 05:34 AM","12/06/2018 09:06 AM",,"OptIn"
"04/06/2021 06:24 PM",,,"OptOut"
"02/22/2021 08:07 PM","12/04/2018 03:54 PM","02/22/2021 08:07 PM","OptOut"
"03/25/2021 08:04 AM","04/16/2019 05:11 PM",,"OptIn"
"05/31/2021 12:56 PM","02/03/2020 02:11 PM",,"OptIn"
"02/27/2021 07:31 PM","12/26/2018 08:39 AM",,"OptIn"
"08/11/2020 10:26 AM",,"08/11/2020 10:26 AM","Unsubscribed"
"01/04/2021 04:26 PM","05/04/2018 07:47 AM",,"OptIn"
"06/13/2021 11:21 AM","03/31/2020 01:05 AM",,"OptIn"
"06/18/2021 08:23 PM","04/23/2020 11:49 AM",,"OptIn"
"07/02/2021 05:20 AM",,,"Unsubscribed"
"08/06/2021 03:24 PM",,,"OptOut"
"05/08/2020 09:10 PM",,,"Unsubscribed"
"02/20/2020 07:54 PM","07/13/2014 04:07 PM",,"OptIn"
"03/06/2021 05:28 AM",,,"OptOut"
"07/27/2021 04:42 AM","10/07/2020 05:43 PM",,"OptIn"
"04/28/2020 01:28 AM",,,"OptOut"
"04/25/2021 01:30 AM","08/28/2019 01:03 PM",,"Hard Bounce"
"07/11/2020 12:54 PM","03/22/2016 11:49 AM",,"OptIn"
"10/05/2021 07:55 PM",,,"Unsubscribed"
"02/13/2020 10:51 PM","06/13/2014 04:15 PM",,"OptIn"
"10/31/2020 04:09 PM","07/24/2017 06:46 PM","10/31/2020 04:09 PM","Unsubscribed"
"05/02/2020 05:15 AM",,,"OptIn"
"05/29/2021 05:02 AM","01/24/2020 10:26 AM",,"Hard Bounce"
"08/25/2021 01:24 PM","02/12/2021 06:09 PM",,"OptIn"
"09/27/2021 06:42 AM","07/05/2021 12:08 PM",,"OptIn"
"07/17/2021 04:58 PM","08/27/2020 08:28 AM",,"OptIn"
"12/02/2020 09:36 AM","12/10/2017 02:48 AM",,"OptIn"
"02/06/2021 09:53 AM","09/24/2018 01:29 AM",,"OptIn"
"01/29/2020 09:34 AM","04/06/2014 08:12 PM",,"Hard Bounce"
"08/30/2021 01:43 AM",,,"Unsubscribed"
"02/27/2021 08:54 AM",,"02/27/2021 08:54 AM","Unsubscribed"
"07/23/2021 12:19 AM",,,"Unsubscribed"
"08/11/2020 06:12 PM",,,"OptIn"
"04/06/2020 04:27 AM",,,"OptIn"
"08/14/2020 02:11 PM",,,"OptIn"
"07/13/2021 10:00 AM","08/08/2020 03:21 PM",,"OptIn"
"05/02/2021 07:12 AM","09/29/2019 02:39 AM",,"OptIn"
"03/05/2021 03:52 PM","01/20/2019 08:45 PM",,"OptIn"
"12/18/2020 12:33 PM","02/18/2018 10:27 AM",,"Hard Bounce"
"03/28/2021 04:23 PM","05/01/2019 03:10 AM",,"OptIn"
"01/20/2021 03:11 AM",,"01/20/2021 03:11 AM","Unsubscribed"
"06/04/2020 11:33 AM","10/12/2015 10:01 PM",,"OptIn"
"05/09/2021 08:50 AM","10/29/2019 09:28 PM",,"OptIn"
"09/10/2020 02:32 AM","12/11/2016 03:43 PM",,"OptIn"
"12/04/2020 06:15 PM","12/20/2017 09:53 AM",,"OptIn"
"08/01/2021 07:08 AM","10/29/2020 10:39 PM",,"OptIn"
"07/27/2021 09:39 AM","10/08/2020 03:18 PM",,"OptIn"
"06/25/2021 09:33 AM","05/22/2020 01:17 AM",,"OptIn"
"08/14/2021 04:13 PM","12/27/2020 07:00 AM",,"OptIn"
"08/17/2021 02:39 PM",,,"Unsubscribed"
"10/02/2021 04:02 AM","07/26/2021 07:56 PM",,"OptIn"
"06/19/2021 02:46 PM","04/26/2020 07:58 PM",,"OptIn"
"03/10/2021 06:58 PM","02/12/2019 05:37 AM",,"OptIn"
"07/24/2021 02:06 PM","09/26/2020 08:40 AM",,"OptIn"
"07/19/2021 11:09 AM",,,"OptOut"
"07/10/2021 06:55 AM","07/25/2020 11:53 PM",,"OptIn"
"12/06/2020 11:26 AM","12/27/2017 09:27 PM",,"OptIn"
"02/07/2021 03:43 PM","09/29/2018 11:36 AM",,"OptIn"
"04/21/2020 09:19 AM",,,"OptOut"
"05/17/2021 08:54 PM","12/05/2019 11:33 PM",,"Hard Bounce"
"01/13/2021 02:57 PM","06/12/2018 07:25 AM",,"OptIn"
"09/15/2020 10:13 AM","01/03/2017 08:34 PM",,"OptIn"
"06/17/2020 01:18 AM",,,"Unsubscribed"
"05/19/2021 01:44 AM",,,"Unsubscribed"
"08/25/2021 08:19 PM","02/14/2021 12:19 AM",,"OptIn"
"12/23/2020 03:02 AM","03/10/2018 12:18 PM",,"OptIn"
"02/13/2020 11:27 AM","06/11/2014 02:30 PM",,"OptIn"
"08/22/2021 05:39 AM",,,"Unsubscribed"
"08/15/2020 03:42 PM",,,"Unsubscribed"
"03/02/2021 05:27 AM",,,"Unsubscribed"
"04/10/2021 04:15 PM","06/26/2019 07:20 PM",,"OptIn"
"09/25/2021 09:27 AM","06/27/2021 06:49 AM",,"OptIn"
"11/08/2020 07:15 AM",,,"OptOut"
"05/16/2020 06:59 AM","07/21/2015 05:18 AM",,"Hard Bounce"
"10/12/2020 03:40 AM","04/30/2017 11:10 AM",,"OptIn"
"07/05/2020 01:41 PM",,,"Unsubscribed"
"01/26/2021 05:19 PM","08/08/2018 10:31 AM",,"OptIn"
"06/09/2021 09:44 PM","03/15/2020 10:36 AM",,"OptIn"
"10/08/2021 05:38 AM","08/22/2021 06:55 AM",,"Hard Bounce"
"04/24/2021 02:26 PM","08/26/2019 12:50 PM",,"OptIn"
"07/10/2021 07:19 AM","07/26/2020 01:37 AM",,"OptIn"
"09/14/2021 06:47 PM","05/12/2021 12:08 AM",,"OptIn"
"10/22/2021 04:37 AM","10/22/2021 03:53 AM",,"OptIn"
"09/29/2021 04:21 AM",,"09/29/2021 04:21 AM","Unsubscribed"
"04/18/2020 01:19 AM","03/20/2015 12:44 AM",,"OptIn"
"09/07/2021 08:35 AM","04/09/2021 02:56 PM",,"OptIn"
"09/06/2021 06:26 PM","04/07/2021 01:11 AM",,"OptIn"
"06/18/2020 11:00 PM","12/15/2015 12:22 AM",,"OptIn"
"08/22/2021 10:56 AM","01/30/2021 05:22 AM",,"OptIn"
"04/23/2021 04:32 PM","08/22/2019 01:18 PM",,"OptIn"
"04/25/2021 03:20 AM","08/28/2019 09:07 PM","04/25/2021 03:20 AM","OptOut"
"06/15/2021 08:22 AM","04/08/2020 05:23 AM",,"OptIn"
"07/27/2021 03:03 AM","10/07/2020 10:28 AM",,"OptIn"
"03/01/2021 06:02 AM","01/01/2019 03:10 PM",,"OptIn"
"06/27/2021 09:46 PM","06/01/2020 11:54 PM",,"OptIn"
"10/04/2020 05:51 AM","03/26/2017 11:18 PM",,"OptIn"
"06/12/2020 05:54 PM",,,"Unsubscribed"
"11/29/2020 05:17 PM","11/28/2017 10:16 AM",,"OptIn"
"03/08/2020 04:49 PM","09/25/2014 06:04 AM","03/08/2020 04:49 PM","OptOut"
"06/13/2020 03:37 PM",,,"OptOut"
"11/25/2020 05:46 AM","11/08/2017 09:21 PM",,"OptIn"
"07/26/2020 08:15 PM",,,"OptIn"
"08/26/2021 09:54 PM","02/18/2021 03:55 PM",,"OptIn"
"03/22/2021 07:51 AM","04/03/2019 02:16 PM",,"OptIn"
"08/03/2020 05:32 PM",,,"Hard Bounce"
"02/24/2021 12:29 AM","12/09/2018 07:37 PM",,"OptIn"
"12/17/2020 02:50 AM",,,"OptOut"
"03/14/2021 03:56 AM","02/26/2019 10:44 PM",,"OptIn"
"12/04/2020 06:43 AM","12/18/2017 07:32 AM",,"Hard Bounce"
"05/18/2020 12:08 PM","07/30/2015 09:07 PM",,"OptIn"
"06/18/2020 09:00 AM","12/12/2015 11:17 AM",,"OptIn"
"04/10/2021 03:58 PM",,,"Unsubscribed"
"10/15/2020 12:11 PM","05/15/2017 02:21 AM",,"OptIn"
"08/18/2021 05:59 PM","01/14/2021 01:26 AM",,"OptIn"
"03/09/2021 04:46 PM","02/07/2019 11:21 AM",,"OptIn"
"08/27/2021 03:26 AM","02/19/2021 04:04 PM",,"OptIn"
"10/05/2020 01:14 PM","04/01/2017 04:12 PM",,"OptIn"
"07/21/2021 09:18 AM",,,"OptOut"
"11/05/2020 07:51 AM",,,"Unsubscribed"
"02/20/2021 04:43 PM","11/25/2018 07:44 AM","02/20/2021 04:43 PM","OptOut"
"07/16/2021 05:27 AM","08/20/2020 09:33 PM",,"OptIn"
"09/26/2021 06:32 PM","07/03/2021 07:05 AM",,"OptIn"
"07/10/2021 02:10 AM",,,"OptOut"
"10/15/2021 09:56 AM","09/22/2021 02:22 PM",,"OptIn"
"04/10/2021 04:16 AM",,,"OptOut"
"09/29/2020 01:15 AM",,,"OptOut"
"08/07/2021 11:15 AM","11/25/2020 08:41 PM",,"OptIn"
"12/29/2020 08:54 AM",,,"Unsubscribed"
"09/29/2020 05:12 PM",,,"OptOut"
"01/07/2021 07:42 PM","05/18/2018 12:04 AM",,"OptIn"
"06/13/2020 03:14 PM",,,"Unsubscribed"
"06/21/2021 05:10 PM","05/05/2020 11:48 PM",,"OptIn"
"04/27/2020 08:21 PM",,,"OptIn"
"04/08/2020 03:29 AM",,"04/08/2020 03:29 AM","Unsubscribed"
"06/23/2021 08:53 PM","05/15/2020 09:23 AM","06/23/2021 08:53 PM","Unsubscribed"
"06/08/2021 01:48 AM","03/07/2020 11:03 AM",,"OptIn"
"05/06/2021 01:35 PM",,,"Unsubscribed"
"09/21/2021 01:04 PM","06/10/2021 11:56 AM",,"OptIn"
"04/23/2020 11:23 AM",,,"OptIn"
"11/17/2020 09:55 AM",,,"OptIn"
"09/02/2020 12:30 PM","11/08/2016 01:46 PM",,"OptIn"
"09/08/2020 04:39 AM","12/03/2016 07:34 AM",,"OptIn"
"09/11/2021 05:44 AM","04/26/2021 01:10 PM",,"OptIn"
"09/16/2021 03:24 PM","05/20/2021 02:40 AM",,"OptIn"
"03/17/2021 12:21 AM","03/11/2019 09:08 AM",,"OptIn"
"02/20/2020 04:20 PM","07/13/2014 12:33 AM",,"Hard Bounce"
"06/30/2021 12:11 AM",,,"OptOut"
"08/20/2021 07:22 AM",,,"OptOut"
"01/25/2021 05:20 AM","08/01/2018 09:31 PM",,"OptIn"
"08/06/2020 04:03 AM",,,"OptIn"
"03/24/2021 04:21 PM","04/13/2019 08:38 PM",,"OptIn"
"02/06/2021 05:18 AM","09/23/2018 05:30 AM","02/06/2021 05:18 AM","Soft Bounce"
"04/17/2021 08:21 AM","07/25/2019 09:34 PM",,"OptIn"
"06/06/2020 10:19 PM",,,"OptOut"
"04/30/2020 03:45 AM",,,"OptIn"
"07/12/2020 06:14 PM",,,"OptOut"
"09/08/2021 02:46 PM","04/15/2021 02:31 AM",,"OptIn"
"08/24/2021 02:40 PM","02/08/2021 03:00 PM",,"OptIn"
"05/18/2021 02:21 PM","12/09/2019 03:39 AM",,"OptIn"
"09/13/2021 12:53 PM","05/06/2021 01:44 PM",,"OptIn"
"01/04/2021 04:38 PM",,,"OptOut"
"03/08/2021 01:48 AM",,"03/08/2021 01:48 AM","Unsubscribed"
"08/12/2020 09:47 PM",,,"Unsubscribed"
"08/09/2021 08:27 AM",,,"Unsubscribed"
"04/21/2021 12:17 AM",,,"Unsubscribed"
"01/14/2021 05:20 PM",,,"OptOut"
"05/18/2020 01:57 PM","07/31/2015 05:03 AM",,"OptIn"
"09/01/2020 10:56 PM","11/06/2016 02:37 AM",,"OptIn"
"04/16/2020 03:31 AM",,,"OptOut"
"04/01/2020 06:19 PM",,,"OptOut"
"07/28/2020 02:39 PM",,,"Soft Bounce"
"06/02/2021 10:19 PM","02/14/2020 12:28 AM","06/02/2021 10:19 PM","Unsubscribed"
"01/19/2021 03:39 PM","07/08/2018 02:29 PM",,"OptIn"
"11/18/2020 08:35 PM",,,"Unsubscribed"
"05/23/2021 08:45 PM","01/01/2020 02:56 AM",,"OptIn"
"09/18/2021 08:01 PM","05/29/2021 04:13 PM",,"OptIn"
"03/19/2021 09:47 AM",,"03/19/2021 09:47 AM","Unsubscribed"
"04/28/2021 03:44 AM",,,"OptOut"
"11/30/2020 01:28 AM","11/29/2017 09:58 PM",,"OptIn"
"06/15/2021 09:25 PM","04/10/2020 02:17 PM",,"Hard Bounce"
"04/06/2021 12:03 AM","06/06/2019 09:57 AM",,"OptIn"
"03/19/2021 05:37 PM","03/23/2019 05:47 AM",,"OptIn"
"09/25/2021 09:51 AM","06/27/2021 08:33 AM",,"OptIn"
"01/28/2020 08:57 AM","04/02/2014 08:48 AM",,"OptIn"
"06/22/2021 06:54 AM","05/08/2020 11:44 AM",,"OptIn"
"05/12/2021 08:57 PM","11/14/2019 04:21 AM","05/12/2021 08:57 PM","OptOut"
"03/16/2020 06:33 PM","10/30/2014 10:04 AM",,"OptIn"
"03/03/2020 06:16 AM",,,"Unsubscribed"
