"MaritalStatus","Gender","EstimatedYearlyIncome","NumberOfContracts","Age","Target","Available401K","CustomerValueSegment","ChurnScore","CallActivity","SentimentRating","Products","WebActivity"
"S","M",90000,2,35,"1",0,1,1,4,0,"Private Investment",0
"M","F",90000,2,35,"1",0,1,1,4,0,"Private Investment",0
"M","M",90000,2,36,"1",1,1,1,4,0,"Private Investment",0
"S","F",90000,3,36,"1",1,1,1,4,0,"Private Investment",0
"M","M",90000,3,37,"1",1,1,1,4,0,"Private Investment",0
"S","F",90000,3,39,"1",0,1,1,4,0,"Private Investment",0
"S","M",90000,2,69,"1",1,2,0.5,5,5,"Private Investment",0
"M","F",130000,4,68,"1",1,2,0.2,5,2,"Private Investment",3
"M","M",80000,2,68,"0",0,2,0.1,5,5,"Private Investment",0
"M","F",80000,2,68,"0",1,2,0.5,5,5,"Private Investment",0
"S","M",60000,4,47,"0",0,1,0,4,4,"Private Investment",4
"M","M",60000,2,47,"0",1,1,0.5,4,3,"Private Investment",2
"S","F",60000,2,47,"0",1,1,0.5,4,3,"Private Investment",2
"S","M",60000,2,47,"0",0,1,0,4,3,"Private Investment",2
"M","M",40000,0,36,"1",1,3,0.1,3,1,"Private Investment",1
"M","F",40000,1,37,"1",1,3,0,3,1,"Private Investment",1
"M","F",40000,1,37,"1",1,3,0,3,1,"Private Investment",1
"M","F",30000,1,57,"0",1,2,0.5,3,1,"Private Investment",0
"M","M",30000,1,57,"0",1,2,0.2,3,1,"Private Investment",0
"M","M",30000,1,57,"0",1,2,0.5,3,1,"Private Investment",0
"M","F",30000,1,56,"0",1,2,0.5,3,1,"Private Investment",0
"M","F",30000,0,42,"0",1,3,0.1,2,1,"Private Investment",0
"S","F",30000,0,42,"1",0,3,0.1,2,1,"Private Investment",1
"S","F",30000,0,41,"1",0,3,0.1,2,1,"Private Investment",1
"M","M",30000,0,42,"1",1,3,0.2,2,1,"Private Investment",1
"M","M",30000,1,44,"0",1,3,0.2,2,1,"Private Investment",1
"M","M",30000,1,43,"1",1,3,0,3,1,"Private Investment",1
"M","F",30000,2,43,"1",1,3,0,3,1,"Private Investment",1
"M","F",30000,2,45,"1",1,3,0,3,1,"Private Investment",1
"M","M",40000,0,43,"0",1,3,0,4,0,"Private Investment",0
"M","F",40000,0,44,"0",0,3,0,4,0,"Private Investment",0
"M","M",40000,0,44,"0",1,3,0,4,0,"Private Investment",0
"M","M",40000,0,45,"0",1,3,0,4,0,"Private Investment",0
"M","F",40000,0,46,"0",1,3,0,3,1,"Private Investment",0
"M","F",40000,0,47,"0",1,3,0,3,1,"Private Investment",0
"M","M",40000,0,47,"0",1,3,0,3,1,"Private Investment",0
"M","M",40000,0,47,"0",1,3,0,3,1,"Private Investment",0
"M","M",40000,0,47,"0",1,3,0,3,1,"Private Investment",0
"M","M",40000,0,47,"0",1,3,0,3,1,"Private Investment",0
"M","F",40000,0,48,"0",1,3,0,3,1,"Private Investment",0
"M","M",40000,0,48,"0",1,3,0,3,1,"Private Investment",0
"M","M",40000,1,47,"1",1,3,0,3,1,"Private Investment",0
"M","F",40000,0,35,"0",1,3,0.1,3,1,"Private Investment",1
"M","F",40000,0,35,"1",1,3,0,3,1,"Private Investment",1
"S","M",10000,0,48,"0",1,3,0,1,1,"Private Investment",0
"M","M",10000,0,49,"0",1,3,0,1,1,"Private Investment",0
"M","M",10000,0,49,"0",1,3,0,1,1,"Private Investment",0
"M","M",10000,0,52,"0",1,3,0,1,1,"Private Investment",0
"M","M",10000,0,52,"0",1,3,0,1,1,"Private Investment",0
"S","M",20000,0,53,"1",1,3,0,2,1,"Private Investment",0
"M","M",20000,0,53,"1",1,3,0,2,1,"Private Investment",0
"M","M",20000,0,72,"0",1,3,0,2,1,"Private Investment",0
"M","M",20000,0,72,"0",1,3,0,2,1,"Private Investment",0
"M","F",20000,0,72,"0",1,3,0,2,1,"Private Investment",0
"M","M",10000,1,71,"0",1,3,0.2,2,2,"Private Investment",0
"M","M",10000,1,71,"0",1,3,0.2,2,2,"Private Investment",0
"M","M",10000,1,70,"0",1,3,0.2,2,2,"Private Investment",0
"M","F",20000,0,70,"0",1,3,0,2,1,"Private Investment",0
"M","M",20000,0,69,"1",1,3,0,2,1,"Private Investment",0
"M","F",20000,0,70,"1",1,3,0,2,1,"Private Investment",0
"M","M",30000,0,69,"0",1,3,0,2,1,"Private Investment",0
"M","M",30000,0,69,"0",1,3,0,2,1,"Private Investment",0
"M","M",30000,0,68,"0",1,3,0,2,1,"Private Investment",0
"M","F",30000,0,68,"0",1,3,0,2,1,"Private Investment",0
"M","F",30000,0,68,"0",1,3,0,2,1,"Private Investment",0
"S","M",20000,0,32,"0",1,1,0,2,0,"Private Investment",0
"S","M",30000,0,67,"0",1,3,0,2,1,"Private Investment",0
"S","M",30000,0,50,"0",1,3,0,2,3,"Private Investment",0
"M","M",30000,0,50,"0",1,3,0,2,3,"Private Investment",0
"M","F",30000,0,50,"0",1,3,0,2,3,"Private Investment",0
"M","M",30000,0,50,"1",1,3,0,2,0,"Private Investment",0
"M","F",30000,0,51,"1",1,3,0,2,0,"Private Investment",0
"M","F",30000,0,52,"0",1,3,0,2,1,"Private Investment",0
"M","M",30000,0,40,"1",1,3,0,2,0,"Private Investment",0
"S","M",30000,0,40,"1",1,3,0,2,0,"Private Investment",0
"M","F",30000,0,41,"1",1,3,0,2,0,"Private Investment",0
"M","F",80000,2,66,"1",1,3,0.2,5,5,"Private Investment",0
"M","M",110000,4,65,"0",1,3,0.5,5,3,"Private Investment",4
"M","M",120000,4,65,"1",1,3,0.5,5,4,"Private Investment",4
"M","F",100000,4,64,"0",1,3,1,5,2,"Private Investment",3
"M","F",120000,3,57,"0",1,3,1,5,3,"Private Investment",5
"M","F",170000,3,57,"1",1,3,1,5,0,"Private Investment",5
"M","F",150000,3,60,"1",1,3,0,5,4,"Private Investment",5
"M","F",60000,4,35,"0",1,1,1,4,0,"Private Investment",0
"S","M",60000,4,35,"0",0,1,0.2,4,0,"Private Investment",0
"M","F",70000,2,33,"1",1,1,1,4,0,"Private Investment",0
"S","F",70000,2,34,"1",1,1,1,4,0,"Private Investment",0
"S","M",70000,3,34,"1",0,1,1,4,0,"Private Investment",0
"S","F",70000,3,35,"1",0,1,1,4,0,"Private Investment",0
"S","M",70000,3,36,"1",0,1,1,4,0,"Private Investment",0
"S","M",80000,3,34,"0",0,1,1,4,0,"Private Investment",0
"M","M",80000,3,35,"1",1,1,1,4,0,"Private Investment",0
"M","M",90000,2,35,"1",1,1,1,4,0,"Private Investment",0
"S","F",80000,3,37,"1",0,1,1,4,0,"Private Investment",0
"S","F",90000,2,36,"1",1,1,1,4,0,"Private Investment",0
"S","M",80000,3,38,"1",0,1,1,4,0,"Private Investment",0
"S","F",80000,3,38,"1",0,1,1,4,0,"Private Investment",0
"M","F",90000,3,38,"1",1,1,1,4,0,"Private Investment",0
"S","F",90000,3,37,"1",1,1,1,4,0,"Private Investment",0
"S","M",90000,3,38,"1",0,1,1,4,0,"Private Investment",0
"S","F",90000,3,38,"1",1,1,1,4,0,"Private Investment",0
"S","F",90000,3,38,"1",0,1,1,4,0,"Private Investment",0
"S","M",80000,4,39,"0",1,1,1,4,0,"Private Investment",0
"M","F",80000,4,39,"1",1,1,1,4,0,"Private Investment",0
"M","F",90000,4,39,"0",1,1,1,4,0,"Private Investment",0
"S","F",90000,4,40,"0",0,1,1,4,0,"Private Investment",0
"M","M",150000,4,41,"1",1,1,0,5,0,"Private Investment",5
"M","M",160000,4,41,"1",1,1,0,5,0,"Private Investment",5
"M","F",90000,2,69,"0",1,2,0.5,5,5,"Private Investment",0
"M","M",130000,4,69,"1",1,2,0,5,2,"Private Investment",3
"M","M",60000,2,47,"0",1,1,0.5,4,3,"Private Investment",2
"M","F",40000,0,37,"1",1,3,0.1,3,1,"Private Investment",1
"M","M",40000,1,36,"0",1,3,0.1,3,1,"Private Investment",1
"M","F",30000,1,80,"0",1,2,0.2,3,1,"Private Investment",0
"M","M",30000,1,56,"1",1,2,0.5,3,1,"Private Investment",0
"M","F",30000,1,57,"1",1,2,0.2,3,1,"Private Investment",0
"M","M",30000,0,42,"0",1,3,0.1,2,1,"Private Investment",0
"M","F",30000,0,42,"0",1,3,0,2,1,"Private Investment",0
"S","F",30000,0,42,"0",1,3,0.1,2,1,"Private Investment",0
"S","M",30000,0,42,"0",1,3,0.1,2,1,"Private Investment",0
"M","F",30000,0,42,"0",1,3,0,2,1,"Private Investment",0
"S","F",30000,0,42,"1",0,3,0.1,2,1,"Private Investment",1
"M","M",40000,0,42,"1",1,3,0,2,0,"Private Investment",0
"M","M",30000,1,84,"0",1,3,0,2,1,"Private Investment",0
"M","M",30000,0,42,"1",1,3,0.2,2,1,"Private Investment",1
"S","F",30000,0,43,"0",0,3,0,2,1,"Private Investment",1
"M","F",30000,1,43,"0",1,3,0.2,2,1,"Private Investment",1
"M","M",40000,0,43,"0",1,3,0,2,0,"Private Investment",0
"M","F",40000,0,43,"0",0,3,0,2,0,"Private Investment",0
"S","M",30000,1,44,"0",0,3,0.1,2,1,"Private Investment",1
"M","M",30000,1,44,"1",1,3,0.1,3,1,"Private Investment",1
"M","F",30000,2,46,"1",1,3,0,3,1,"Private Investment",1
"M","M",40000,0,44,"0",1,3,0,4,0,"Private Investment",0
"M","M",40000,0,45,"0",1,3,0,3,1,"Private Investment",0
"M","F",40000,0,44,"0",1,3,0,3,1,"Private Investment",0
"M","M",40000,0,46,"0",1,3,0,3,1,"Private Investment",0
"M","F",40000,0,45,"0",1,3,0,3,1,"Private Investment",0
"M","F",40000,0,47,"1",1,3,0,3,1,"Private Investment",0
"M","M",40000,0,47,"1",1,3,0,3,1,"Private Investment",0
"M","M",40000,0,47,"1",1,3,0,3,1,"Private Investment",0
"M","F",40000,0,47,"1",1,3,0,3,1,"Private Investment",0
"M","M",40000,0,47,"1",1,3,0,3,1,"Private Investment",0
"M","F",40000,1,48,"1",1,3,0,3,1,"Private Investment",0
"M","F",40000,1,48,"1",1,3,0,3,1,"Private Investment",0
"M","F",50000,0,40,"0",1,2,0,3,1,"Private Investment",1
"M","F",50000,0,40,"0",1,2,0,3,1,"Private Investment",1
"M","F",50000,0,40,"0",1,2,0,3,1,"Private Investment",1
"M","F",50000,0,40,"1",1,2,0.2,3,1,"Private Investment",1
"M","F",50000,1,40,"0",1,2,0.2,3,1,"Private Investment",1
"M","M",50000,0,41,"1",1,2,0.2,3,2,"Private Investment",2
"S","F",50000,0,41,"1",1,2,0.2,3,2,"Private Investment",2
"S","F",50000,0,41,"1",1,2,0.2,3,2,"Private Investment",2
"M","M",50000,0,41,"1",1,2,0.2,3,2,"Private Investment",2
"M","M",60000,0,42,"1",1,2,0.2,3,2,"Private Investment",2
"S","F",40000,1,43,"1",0,2,0,4,0,"Private Investment",0
"S","F",40000,1,43,"1",0,2,0.2,4,0,"Private Investment",0
"S","M",70000,1,43,"0",0,2,0,3,2,"Private Investment",2
"S","F",70000,1,43,"0",1,2,0,3,2,"Private Investment",2
"S","M",60000,0,44,"1",0,2,0,3,3,"Private Investment",3
"S","F",60000,0,44,"1",1,2,0.2,3,3,"Private Investment",3
"S","M",60000,0,44,"1",1,2,0.2,3,3,"Private Investment",3
"M","M",60000,0,44,"0",1,2,0.2,3,3,"Private Investment",3
"S","F",40000,1,45,"0",1,2,0.2,4,0,"Private Investment",0
"S","F",40000,1,45,"0",0,2,0,4,0,"Private Investment",0
"S","M",40000,1,45,"0",0,2,0,4,0,"Private Investment",0
"S","M",80000,1,45,"0",1,2,0.2,3,3,"Private Investment",3
"M","M",80000,2,45,"0",1,2,0.2,3,3,"Private Investment",3
"S","F",80000,2,45,"1",1,2,0.2,3,3,"Private Investment",3
"S","F",80000,2,44,"1",1,2,0.2,3,3,"Private Investment",3
"S","M",80000,3,45,"0",1,2,1,3,3,"Private Investment",3
"M","M",80000,0,45,"0",1,2,0.2,3,4,"Private Investment",4
"S","M",40000,1,46,"1",0,2,0.2,4,0,"Private Investment",0
"M","M",50000,2,46,"0",1,2,0.2,3,5,"Private Investment",5
"S","F",50000,3,45,"1",1,2,0.5,3,5,"Private Investment",5
"S","F",50000,3,45,"1",1,2,0.5,3,5,"Private Investment",5
"S","M",40000,1,46,"0",0,2,0,4,0,"Private Investment",0
"S","F",60000,1,41,"0",0,2,0,4,0,"Private Investment",0
"M","M",70000,1,48,"0",0,2,0,4,1,"Private Investment",0
"S","F",70000,1,48,"0",1,2,0.2,4,1,"Private Investment",0
"S","M",70000,1,48,"0",1,2,0.2,4,1,"Private Investment",0
"S","F",70000,1,48,"0",0,2,0,4,1,"Private Investment",0
"S","F",70000,1,48,"0",0,2,0.2,4,1,"Private Investment",0
"S","F",70000,1,48,"0",1,2,0.2,4,1,"Private Investment",0
"S","F",70000,1,47,"0",0,2,0.2,4,1,"Private Investment",0
"M","M",40000,1,50,"0",0,2,0,4,0,"Private Investment",0
"M","F",60000,1,51,"0",1,2,0.2,4,1,"Private Investment",0
"M","M",60000,1,52,"0",1,2,0.2,4,1,"Private Investment",0
"M","M",60000,1,42,"1",1,1,0,4,2,"Private Investment",2
"M","M",60000,1,41,"0",1,1,0.2,4,2,"Private Investment",2
"M","M",60000,1,41,"0",1,1,0.2,4,2,"Private Investment",2
"M","F",90000,0,40,"1",1,1,0.1,4,2,"Private Investment",0
"M","F",60000,1,42,"0",1,1,0.2,4,2,"Private Investment",2
"S","F",60000,1,42,"1",0,1,0,4,2,"Private Investment",2
"S","F",70000,3,43,"1",1,1,1,4,5,"Private Investment",5
"S","F",90000,0,44,"1",0,1,0.2,4,0,"Private Investment",0
"S","F",60000,1,45,"1",0,1,0,4,2,"Private Investment",2
"M","M",60000,1,45,"0",1,1,0,4,3,"Private Investment",3
"M","F",60000,1,45,"0",1,1,0.5,4,3,"Private Investment",3
"M","F",60000,2,45,"1",1,1,0.5,4,3,"Private Investment",3
"S","F",70000,1,45,"1",0,1,0,4,0,"Private Investment",0
"S","F",70000,1,45,"1",0,1,0,4,0,"Private Investment",0
"M","M",60000,1,45,"0",0,1,0,4,4,"Private Investment",4
"M","M",100000,2,42,"0",1,2,0,5,2,"Private Investment",0
"S","F",100000,3,42,"0",0,2,0.1,5,2,"Private Investment",0
"M","M",40000,2,60,"1",0,1,0.1,5,2,"Private Investment",0
"M","F",120000,2,51,"1",1,1,0,5,1,"Private Investment",2
"M","M",80000,0,53,"1",0,2,0,5,2,"Private Investment",1
"S","M",70000,1,47,"1",0,1,0,4,0,"Private Investment",0
"S","M",70000,1,47,"1",0,1,0.5,4,0,"Private Investment",0
"M","F",60000,1,48,"1",1,1,0,4,1,"Private Investment",0
"M","F",60000,1,48,"1",1,1,0.5,4,1,"Private Investment",0
"M","F",60000,1,48,"1",1,1,0,4,1,"Private Investment",0
"M","M",60000,1,47,"1",1,1,0.5,4,1,"Private Investment",0
"M","F",60000,1,48,"1",1,1,0,4,1,"Private Investment",0
"S","M",100000,1,44,"1",0,1,0.5,4,0,"Private Investment",0
"S","F",100000,1,44,"1",0,1,0.5,4,0,"Private Investment",0
"S","F",70000,1,44,"1",0,1,0,4,0,"Private Investment",0
"M","M",80000,4,45,"0",1,1,0,4,5,"Private Investment",5
"M","F",80000,4,45,"0",1,1,0.1,4,5,"Private Investment",5
"M","F",80000,1,45,"1",1,1,0.1,4,0,"Private Investment",0
"S","F",70000,1,46,"1",0,1,0,4,0,"Private Investment",0
"S","M",70000,1,46,"0",0,1,0.5,4,0,"Private Investment",0
"S","M",70000,1,46,"0",0,1,0.5,4,0,"Private Investment",0
"S","F",70000,1,46,"1",0,1,0,4,0,"Private Investment",0
"S","M",70000,1,45,"0",0,1,0.5,4,0,"Private Investment",0
"S","F",70000,1,46,"1",0,1,0,4,0,"Private Investment",0
"S","F",70000,1,46,"1",1,1,0.5,4,0,"Private Investment",0
"M","M",90000,1,50,"1",1,1,0.2,4,1,"Private Investment",0
"M","F",90000,1,51,"1",1,1,0.2,4,1,"Private Investment",0
"S","M",90000,1,51,"1",1,1,0.2,4,1,"Private Investment",0
"S","M",100000,1,51,"1",1,1,0.5,4,5,"Private Investment",0
"M","F",40000,1,57,"0",1,1,0.5,5,2,"Private Investment",0
"M","M",40000,1,57,"0",1,1,0,5,2,"Private Investment",0
"M","F",40000,2,69,"0",1,1,0,5,2,"Private Investment",0
"M","M",40000,2,68,"0",1,1,0.5,5,2,"Private Investment",0
"S","M",80000,1,38,"0",0,2,0.1,5,0,"Private Investment",0
"S","M",80000,1,38,"0",1,2,0.1,5,0,"Private Investment",0
"S","F",80000,1,42,"0",1,2,0.1,5,0,"Private Investment",0
"S","F",80000,1,42,"0",0,2,0.1,5,0,"Private Investment",0
"M","M",80000,1,42,"1",0,2,0,5,0,"Private Investment",0
"S","F",80000,1,42,"1",0,2,0.1,5,0,"Private Investment",0
"M","M",90000,1,42,"0",1,2,0,5,4,"Private Investment",4
"S","F",80000,0,47,"1",1,2,0.1,5,4,"Private Investment",3
"M","M",80000,2,68,"0",1,2,0.1,5,5,"Private Investment",0
"M","F",80000,2,68,"0",1,2,0.5,5,5,"Private Investment",0
"M","M",90000,2,67,"0",1,2,0.1,5,5,"Private Investment",0
"M","M",90000,2,67,"0",0,2,0.1,5,5,"Private Investment",0
"M","M",90000,2,68,"0",1,2,0.5,5,5,"Private Investment",0
"M","M",90000,2,68,"0",1,2,0.5,5,5,"Private Investment",0
"M","F",90000,2,67,"0",1,2,0.1,5,5,"Private Investment",0
"M","M",110000,2,67,"0",1,2,0.5,5,2,"Private Investment",4
"M","M",110000,2,67,"0",1,2,0.5,5,2,"Private Investment",4
"M","M",110000,2,67,"0",1,2,0.5,5,2,"Private Investment",4
"M","M",110000,2,66,"0",1,2,0.5,5,2,"Private Investment",4
"M","F",110000,3,66,"0",0,2,0.5,5,2,"Private Investment",4
"M","F",120000,4,66,"0",1,2,0.5,5,2,"Private Investment",4
"S","M",130000,4,67,"0",0,2,0,5,2,"Private Investment",3
"M","F",130000,4,67,"0",0,2,0.5,5,2,"Private Investment",3
"S","M",70000,2,66,"0",1,2,1,5,4,"Private Investment",0
"S","F",70000,2,66,"1",0,2,0.1,5,4,"Private Investment",0
"S","F",70000,2,66,"1",1,2,0.1,5,4,"Private Investment",0
"S","F",70000,2,66,"0",1,2,1,5,4,"Private Investment",0
"M","M",70000,2,66,"1",1,2,0.1,5,5,"Private Investment",0
"S","F",70000,2,65,"0",1,2,0.2,5,5,"Private Investment",0
"M","M",70000,2,65,"0",1,2,1,5,5,"Private Investment",0
"S","F",70000,3,65,"1",1,2,1,5,5,"Private Investment",0
"M","F",60000,2,65,"1",1,2,1,5,4,"Private Investment",0
"M","M",60000,2,65,"1",1,2,1,5,4,"Private Investment",0
"M","M",60000,2,64,"0",1,2,0.2,5,4,"Private Investment",0
"M","M",60000,2,65,"1",1,2,1,5,4,"Private Investment",0
"M","F",60000,2,64,"0",1,2,0.2,5,4,"Private Investment",0
"M","M",60000,3,63,"1",1,2,0.2,5,4,"Private Investment",0
"M","F",60000,3,64,"0",1,2,1,5,5,"Private Investment",0
"M","F",60000,3,64,"0",1,2,1,5,5,"Private Investment",0
"S","M",60000,3,64,"1",1,2,1,5,5,"Private Investment",0
"M","F",60000,3,64,"0",1,2,1,5,5,"Private Investment",0
"M","M",60000,3,64,"0",1,2,1,5,5,"Private Investment",0
"M","F",70000,1,64,"1",1,2,1,5,3,"Private Investment",1
"M","F",70000,1,63,"1",1,2,1,5,3,"Private Investment",1
"M","M",70000,1,64,"0",0,2,0.1,5,4,"Private Investment",1
"S","M",70000,1,64,"0",1,2,1,5,4,"Private Investment",1
"M","F",70000,1,64,"1",1,2,1,5,4,"Private Investment",1
"M","M",60000,3,63,"1",0,2,0.2,5,5,"Private Investment",0
"M","F",60000,3,63,"1",1,2,1,5,5,"Private Investment",0
"M","M",60000,3,63,"0",1,2,0.2,5,5,"Private Investment",0
"M","M",70000,1,63,"0",1,2,0.1,5,4,"Private Investment",1
"M","F",70000,1,63,"1",1,2,1,5,4,"Private Investment",1
"M","M",70000,2,62,"1",0,2,0.1,5,4,"Private Investment",1
"M","M",70000,2,61,"1",1,2,1,5,4,"Private Investment",1
"M","M",60000,0,60,"0",1,2,1,5,2,"Private Investment",1
"M","M",100000,4,45,"0",1,2,0,5,3,"Private Investment",1
"M","F",100000,4,45,"0",1,2,0,5,3,"Private Investment",1
"S","M",110000,3,44,"1",1,2,0.2,5,2,"Private Investment",2
"M","M",110000,4,46,"0",1,2,0.2,5,4,"Private Investment",2
"S","M",110000,4,47,"1",1,2,0.5,5,4,"Private Investment",2
"M","F",110000,2,48,"0",1,2,0.5,5,1,"Private Investment",3
"M","M",110000,3,49,"0",1,2,0.5,5,1,"Private Investment",3
"M","F",130000,3,49,"1",0,2,0.2,5,1,"Private Investment",3
"M","F",130000,3,48,"1",1,2,0.2,5,1,"Private Investment",3
"M","F",90000,2,74,"0",1,2,0.5,5,4,"Private Investment",0
"M","F",130000,3,73,"1",1,2,0,5,2,"Private Investment",3
"M","M",90000,2,72,"1",0,2,0.1,5,5,"Private Investment",0
"M","M",130000,4,72,"1",0,2,0.2,5,2,"Private Investment",3
"M","M",90000,2,71,"1",1,2,0.1,5,5,"Private Investment",0
"M","F",130000,4,70,"0",1,2,0,5,2,"Private Investment",3
"M","M",90000,2,70,"0",1,2,0.5,5,5,"Private Investment",0
"M","F",90000,2,70,"0",0,2,0.1,5,5,"Private Investment",0
"M","F",90000,2,70,"0",1,2,0.1,5,5,"Private Investment",0
"S","F",90000,2,70,"0",1,2,0.5,5,5,"Private Investment",0
"M","F",80000,2,68,"0",1,2,0.5,5,5,"Private Investment",0
"S","F",90000,2,68,"0",1,2,0.5,5,5,"Private Investment",0
"S","F",90000,2,68,"0",1,2,0.5,5,5,"Private Investment",0
"M","F",90000,2,68,"1",1,2,0.1,5,5,"Private Investment",0
"M","M",90000,2,68,"0",1,2,0.5,5,5,"Private Investment",0
"S","M",90000,2,68,"0",1,2,0.5,5,5,"Private Investment",0
"M","F",90000,2,68,"1",1,2,0.1,5,5,"Private Investment",0
"M","F",110000,2,68,"0",1,2,0.5,5,2,"Private Investment",4
"M","M",130000,4,68,"1",1,2,0,5,2,"Private Investment",3
"S","M",110000,3,67,"1",1,2,0.5,5,2,"Private Investment",4
"M","F",120000,4,67,"0",1,2,0.5,5,2,"Private Investment",4
"M","M",130000,4,67,"1",1,2,0,5,2,"Private Investment",3
"M","F",130000,4,67,"0",1,2,0.5,5,2,"Private Investment",3
"S","F",70000,2,66,"1",1,2,0.1,5,4,"Private Investment",0
"S","M",70000,2,66,"0",1,2,1,5,4,"Private Investment",0
"M","M",70000,2,65,"1",1,2,1,5,5,"Private Investment",0
"M","M",70000,2,66,"1",1,2,1,5,5,"Private Investment",0
"M","F",60000,2,65,"0",1,2,0.2,5,4,"Private Investment",0
"S","M",60000,2,65,"1",1,2,1,5,4,"Private Investment",0
"M","F",60000,2,65,"1",1,2,1,5,4,"Private Investment",0
"M","M",60000,2,65,"1",1,2,1,5,4,"Private Investment",0
"M","F",60000,3,64,"0",1,2,1,5,5,"Private Investment",0
"M","M",60000,3,64,"1",1,2,0.2,5,5,"Private Investment",0
"S","F",60000,3,64,"1",1,2,1,5,5,"Private Investment",0
"M","F",70000,1,64,"0",1,2,0.1,5,3,"Private Investment",1
"S","F",70000,1,64,"0",1,2,1,5,4,"Private Investment",1
"M","M",70000,1,64,"0",1,2,0.1,5,4,"Private Investment",1
"M","M",70000,1,64,"1",1,2,1,5,4,"Private Investment",1
"M","F",70000,1,63,"1",1,2,1,5,4,"Private Investment",1
"M","M",70000,1,62,"0",0,2,0.1,5,4,"Private Investment",1
"M","F",80000,2,63,"1",1,2,0.5,5,5,"Private Investment",0
"M","M",70000,2,62,"1",1,2,1,5,4,"Private Investment",1
"M","F",60000,0,60,"1",0,2,0.2,5,2,"Private Investment",1
"M","F",60000,0,61,"0",1,2,1,5,2,"Private Investment",1
"M","F",170000,3,53,"1",1,3,0,5,2,"Private Investment",3
"M","F",120000,4,45,"1",1,2,0.2,5,3,"Private Investment",2
"S","M",80000,0,46,"0",1,2,0.2,5,4,"Private Investment",3
"S","F",110000,4,46,"1",1,2,0.2,5,3,"Private Investment",2
"S","M",130000,3,46,"1",0,2,0.1,5,2,"Private Investment",2
"M","M",130000,3,45,"1",1,2,0,5,3,"Private Investment",2
"M","F",150000,3,46,"1",1,2,0.1,5,2,"Private Investment",0
"M","M",150000,4,46,"0",1,2,0,5,2,"Private Investment",0
"M","M",110000,4,47,"0",1,2,0.5,5,4,"Private Investment",2
"S","F",110000,2,48,"0",0,2,0.1,5,1,"Private Investment",3
"M","F",130000,4,48,"1",1,2,0.2,5,1,"Private Investment",2
"M","F",130000,4,48,"0",1,2,0,5,1,"Private Investment",2
"M","F",130000,1,49,"1",1,2,0,5,1,"Private Investment",3
"M","F",130000,3,49,"1",1,2,0,5,1,"Private Investment",3
"M","M",130000,3,49,"1",1,2,0,5,1,"Private Investment",3
"M","F",130000,3,49,"1",1,2,0.2,5,3,"Private Investment",3
"S","F",130000,4,73,"0",0,2,0,5,2,"Private Investment",3
"M","F",90000,2,71,"1",1,2,0.5,5,5,"Private Investment",0
"M","M",130000,4,70,"1",1,2,0,5,2,"Private Investment",3
"M","F",10000,0,52,"0",1,3,0,1,1,"Private Investment",0
"M","M",10000,0,52,"0",1,3,0,1,1,"Private Investment",0
"S","F",10000,0,52,"0",1,3,0,1,1,"Private Investment",0
"M","F",30000,0,69,"1",1,3,0,2,1,"Private Investment",0
"M","M",30000,0,68,"0",1,3,0,2,1,"Private Investment",0
"S","M",30000,0,68,"1",1,3,0,2,1,"Private Investment",0
"M","F",20000,0,32,"1",0,1,0,2,0,"Private Investment",0
"M","F",20000,0,32,"1",1,1,0,2,0,"Private Investment",0
"M","F",20000,0,32,"1",1,1,0,2,0,"Private Investment",0
"M","F",30000,0,52,"1",1,3,0,2,1,"Private Investment",0
"S","M",30000,0,52,"1",1,3,0,2,1,"Private Investment",0
"M","M",30000,0,40,"1",1,3,0,2,0,"Private Investment",0
"M","M",30000,0,40,"1",1,3,0,2,0,"Private Investment",0
"M","F",30000,0,40,"1",1,3,0,2,0,"Private Investment",0
"M","M",30000,0,40,"1",1,3,0,2,0,"Private Investment",0
